OrderID,OrderDate,CustomerID,CustomerName,Gender,Age,City,Area,RestaurantID,RestaurantName,Cuisine,RestaurantRating,ItemName,CategoryName,Quantity,UnitPrice,TotalAmount,OrderStatus,PaymentMode,PaymentStatus,PartnerName,VehicleType,DistanceKM,DeliveryTimeMin,FoodRating,DeliveryRating
ORD10200,2024-03-04 23:01:00,CUST2052,Krishna Chatterjee,Female,40.0,Kolkata,Salt Lake,R004,Punjabi Tadka,North Indian,4.4,Butter Chicken,Main Course,4.0,260.0,1040.0,Delivered,Debit Card,Paid,Sai Iyer,Scooter,12.5,67.0,3.0,3.0
ORD10201,2024-03-24 00:00:00,CUST2149,Diya Bose,Female,55.0,Chennai,Velachery,R006,South Spice,South Indian,4.5,Masala Dosa,Breakfast,3.0,90.0,270.0,Returned,UPI,Refunded,Nikhil Malhotra,E-Bike,1.5,20.0,,
ORD10202,2024-12-13 00:00:00,CUST2150,Saanvi Patel,,59.0,Delhi,Karol Bagh,R001,Biryani Blues,Biryani,4.3,Veg Biryani,Main Course,1.0,180.0,180.0,Delivered,Credit Card,Paid,Suresh Kumar,Bike,4.0,33.0,4.0,5.0
ORD10203,2024-01-25 19:00:00,CUST2151,Vikram Patel,Female,31.0,Delhi,Rohini,R011,Curry House,North Indian,4.1,Dal Makhani,Main Course,5.0,180.0,900.0,Delivered,Wallet,Paid,Nikhil Malhotra,Scooter,8.8,49.0,3.0,5.0
ORD10204,2024-10-04 18:01:00,CUST2152,Nikhil Das,Female,35.0,Mumbai,Powai,R004,Punjabi Tadka,North Indian,4.4,Butter Chicken,Main Course,5.0,260.0,1300.0,Cancelled,UPI,Failed,Ravi Rao,Bicycle,11.0,67.0,,
ORD10205,2024-11-03 08:18:00,CUST2153,Sneha Verma,Female,55.0,Pune,Kharadi,R014,Healthy Bites,Salads,4.2,Caesar Salad,Salads,3.0,180.0,540.0,Returned,Credit Card,Refunded,Aarav Reddy,Scooter,,80.0,,
ORD10206,2024-10-12 00:00:00,CUST2121,Ishaan Singh,Female,35.0,,Viman Nagar,R012,Noodle Story,Chinese,3.7,Chicken Manchurian,Main Course,5.0,210.0,1050.0,Cancelled,Debit Card,Refunded,Reyansh Sharma,Scooter,4.0,30.0,,
ORD10207,2024-01-21 00:00:00,CUST2154,Manoj Kumar,Female,47.0,Kolkata,Salt Lake,R008,Taco Fiesta,Mexican,3.8,Chicken Tacos,Main Course,5.0,210.0,1050.0,Delivered,Wallet,Paid,Anika Kapoor,Bicycle,7.9,50.0,4.0,5.0
ORD10208,2024-04-16 05:27:00,CUST2155,Ishaan Gupta,Male,39.0,,Karol Bagh,R015,Chaat Corner,Street Food,4.0,Bhel Puri,Street Food,2.0,70.0,140.0,Delivered,,Paid,Anika Kapoor,Scooter,9.8,49.0,3.0,5.0
ORD10209,2024-10-10 00:00:00,CUST2044,Myra Desai,,40.0,Hyderabad,Secunderabad,R013,Sweet Tooth,Desserts,4.6,Gulab Jamun,Desserts,4.0,90.0,360.0,Delivered,Credit Card,Paid,Lakshmi Verma,E-Bike,6.9,35.0,5.0,4.0
ORD10210,2024-11-15 22:46:00,CUST2156,Rahul Kapoor,Male,30.0,Bangalore,Electronic City,R001,Biryani Blues,Biryani,4.3,Veg Biryani,Main Course,2.0,180.0,360.0,Cancelled,Debit Card,Failed,Aarohi Patel,Bike,,35.0,,
ORD10211,2024-08-01 10:15:00,CUST2075,Sai Patel,Female,30.0,Pune,Baner,R012,Noodle Story,Chinese,3.7,Spring Rolls,Starters,5.0,140.0,700.0,Delivered,Debit Card,Paid,Aarohi Patel,Scooter,14.9,79.0,4.0,5.0
ORD10212,2024-08-18 00:00:00,CUST2034,Riya Verma,Female,32.0,Mumbai,Bandra,R012,Noodle Story,Chinese,3.7,Veg Noodles,Noodles,5.0,160.0,800.0,Delivered,Credit Card,Paid,Aarav Reddy,Bike,6.1,41.0,5.0,3.0
ORD10213,2024-08-23 04:55:00,CUST2157,Vivaan Verma,Male,25.0,Delhi,Connaught Place,R007,Sushi Yama,Japanese,4.2,California Roll,Sushi,5.0,320.0,1600.0,Delivered,Cash on Delivery,Paid,Ishaan Joshi,Bike,5.1,36.0,4.0,5.0
ORD10214,2024-07-31 00:00:00,CUST2158,Reyansh Kapoor,Female,57.0,Bangalore,Whitefield,R002,Pizza Palace,Italian,4.1,Margherita Pizza,Pizza,4.0,250.0,1000.0,Cancelled,Wallet,Refunded,Sai Iyer,Bicycle,5.9,32.0,,
ORD10215,2024-04-24 00:00:00,CUST2159,Deepak Das,Male,33.0,Bangalore,Koramangala,R011,Curry House,North Indian,4.1,Butter Chicken,Main Course,1.0,260.0,260.0,Delivered,Cash on Delivery,Paid,Vivaan Singh,Bike,11.1,48.0,4.0,5.0
ORD10216,2024-07-05 15:20:00,CUST2013,Manoj Malhotra,Female,27.0,Delhi,Saket,R014,Healthy Bites,Salads,4.2,Caesar Salad,Salads,1.0,180.0,180.0,Delivered,Debit Card,Paid,Lakshmi Verma,Bike,2.1,15.0,4.0,4.0
ORD10217,2024-09-27 08:46:00,CUST2160,Kiran Patel,Female,,Mumbai,Powai,R003,Dragon Wok,Chinese,4.0,Veg Noodles,Noodles,4.0,160.0,640.0,Delivered,Cash on Delivery,Paid,Aditya Menon,E-Bike,12.2,71.0,3.0,4.0
ORD10218,2024-12-23 10:43:00,CUST2161,,Male,55.0,Delhi,Karol Bagh,R011,Curry House,North Indian,4.1,Paneer Tikka,Starters,2.0,220.0,440.0,Delivered,Cash on Delivery,Paid,Suresh Kumar,Bike,13.0,80.0,4.0,5.0
ORD10219,2024-09-14 00:00:00,CUST2162,Sanjay Verma,Female,22.0,Mumbai,Powai,R001,Biryani Blues,Biryani,4.3,Veg Biryani,Main Course,5.0,180.0,900.0,Returned,Wallet,Refunded,Ravi Rao,Bike,6.9,43.0,,
ORD10220,2024-01-08 18:59:00,CUST2163,Rohan Malhotra,Female,57.0,Bangalore,Koramangala,R011,Curry House,North Indian,4.1,Butter Chicken,Main Course,5.0,260.0,1300.0,Delivered,Cash on Delivery,Paid,Vivaan Singh,E-Bike,5.4,30.0,5.0,4.0
ORD10221,2024-03-11 11:57:00,CUST2164,Aarohi Iyer,,47.0,Delhi,Karol Bagh,R008,Taco Fiesta,Mexican,3.8,Chicken Tacos,Main Course,4.0,210.0,,Delivered,Debit Card,Paid,Anika Kapoor,Bike,2.3,20.0,,3.0
ORD10222,2024-07-02 20:10:00,CUST2165,,Female,31.0,Pune,Baner,R006,South Spice,South Indian,4.5,Idli Sambar,Breakfast,1.0,70.0,70.0,Cancelled,Cash on Delivery,Failed,Vikram Das,E-Bike,,56.0,,
ORD10223,2024-02-11 00:00:00,CUST2166,Aarav Das,Male,40.0,Kolkata,Howrah,R009,The Bakers Oven,Bakery,4.0,Cupcake,Desserts,3.0,80.0,240.0,Returned,UPI,Refunded,Myra Pillai,E-Bike,2.8,26.0,,
ORD10224,2024-06-26 00:00:00,CUST2051,Rahul Chatterjee,Male,38.0,Pune,Viman Nagar,R002,Pizza Palace,Italian,,Pepperoni Pizza,Pizza,2.0,320.0,640.0,Delivered,Credit Card,Paid,Kavya Mukherjee,E-Bike,1.5,18.0,3.0,5.0
ORD10225,2024-12-08 00:00:00,CUST2167,Suresh Sharma,Male,51.0,Pune,Kothrud,R009,The Bakers Oven,Bakery,4.0,Croissant,Bakery,5.0,90.0,450.0,Delivered,Wallet,Paid,Manoj Nair,Bicycle,11.2,50.0,5.0,5.0
ORD10226,2024-10-13 00:00:00,CUST2168,Divya Desai,Female,33.0,Mumbai,Dadar,R006,South Spice,South Indian,4.5,Idli Sambar,Breakfast,4.0,70.0,280.0,Cancelled,Credit Card,Failed,Suresh Kumar,Scooter,12.8,66.0,,
ORD10227,2024-10-02 00:00:00,CUST2169,Aadhya Gupta,Male,57.0,Pune,Hinjewadi,R011,Curry House,North Indian,4.1,Paneer Tikka,Starters,2.0,220.0,440.0,Returned,Credit Card,Refunded,Kavya Mukherjee,Scooter,8.8,55.0,,
ORD10228,2024-01-25 02:11:00,CUST2170,Pooja Sharma,Female,51.0,Bangalore,Koramangala,R007,Sushi Yama,Japanese,4.2,California Roll,Sushi,1.0,320.0,320.0,Returned,,Refunded,Sai Iyer,Bicycle,14.8,78.0,,
ORD10229,2024-10-06 18:40:00,CUST2171,Saanvi Malhotra,Female,,Mumbai,Dadar,R002,Pizza Palace,Italian,4.1,Pasta Alfredo,Pasta,5.0,240.0,1200.0,Cancelled,Wallet,Failed,Reyansh Sharma,Scooter,10.6,46.0,,
ORD10230,2024-08-03 11:53:00,CUST2172,Sunita Verma,Female,18.0,Pune,Hinjewadi,R004,Punjabi Tadka,North Indian,4.4,Dal Makhani,Main Course,4.0,180.0,720.0,Cancelled,,Refunded,Ishaan Joshi,Scooter,7.2,45.0,,
ORD10231,2024-01-20 00:00:00,CUST2173,Sneha Verma,Male,45.0,Mumbai,Malad,R005,Burger Point,Fast Food,3.9,Cheese Burger,Burger,2.0,130.0,260.0,Delivered,Debit Card,Paid,Ravi Rao,E-Bike,,48.0,4.0,5.0
ORD10232,2024-05-15 16:40:00,CUST2174,Suresh Joshi,Female,53.0,,Andheri,R013,Sweet Tooth,Desserts,4.6,Brownie,Desserts,,130.0,390.0,Delivered,Credit Card,Paid,Meera Bose,Bike,12.0,56.0,5.0,3.0
ORD10233,2024-09-06 00:00:00,CUST2055,Suresh Chatterjee,Male,29.0,Hyderabad,Banjara Hills,R006,South Spice,South Indian,4.5,Idli Sambar,Breakfast,3.0,70.0,210.0,Cancelled,Wallet,Failed,Vikram Das,Bike,2.4,17.0,,
ORD10234,2024-04-25 00:00:00,CUST2175,Aditya Das,Male,42.0,Kolkata,Salt Lake,R007,Sushi Yama,Japanese,4.2,Chicken Ramen,Main Course,5.0,280.0,1400.0,Returned,Debit Card,Refunded,Meera Bose,Scooter,8.1,46.0,,
ORD10235,2024-10-17 01:31:00,CUST2176,Rahul Kapoor,Male,23.0,Bangalore,Indiranagar,R013,Sweet Tooth,Desserts,4.6,Brownie,Desserts,5.0,130.0,650.0,Delivered,UPI,Paid,Ishaan Joshi,E-Bike,12.7,62.0,,3.0
ORD10236,2024-09-18 11:35:00,CUST2177,Vikram Das,Male,20.0,Bangalore,Koramangala,R001,Biryani Blues,Biryani,4.3,Chicken Biryani,Main Course,3.0,220.0,660.0,Delivered,UPI,Paid,Sai Iyer,E-Bike,6.3,39.0,3.0,5.0
ORD10237,2024-05-28 00:00:00,CUST2002,Sneha Patel,Male,47.0,Pune,Kharadi,R002,Pizza Palace,Italian,4.1,Pasta Alfredo,Pasta,5.0,240.0,1200.0,Delivered,UPI,Paid,Meera Bose,Bike,4.9,34.0,4.0,5.0
ORD10238,2024-08-19 17:13:00,CUST2178,Deepak Rao,Male,52.0,Hyderabad,Madhapur,R012,Noodle Story,Chinese,3.7,Chicken Manchurian,Main Course,5.0,210.0,1050.0,Delivered,Credit Card,Paid,Aarav Reddy,Bike,8.7,46.0,3.0,5.0
ORD10239,2024-11-26 00:00:00,CUST2179,Meera Gupta,Male,40.0,Hyderabad,Kukatpally,R015,Chaat Corner,Street Food,4.0,Vada Pav,Street Food,5.0,,250.0,Cancelled,Credit Card,Refunded,Reyansh Sharma,Scooter,3.6,26.0,,
ORD10240,2024-08-02 20:29:00,CUST2141,Priya Sharma,Male,45.0,Bangalore,HSR Layout,R011,Curry House,North Indian,4.1,Dal Makhani,Main Course,1.0,180.0,180.0,Delivered,UPI,Paid,Kavya Mukherjee,Bicycle,11.1,57.0,4.0,4.0
ORD10241,2024-01-02 00:00:00,CUST2018,Riya Kapoor,Male,60.0,Pune,Viman Nagar,R006,South Spice,South Indian,4.5,Idli Sambar,Breakfast,4.0,70.0,280.0,Delivered,Wallet,Paid,Manoj Nair,Bicycle,8.8,45.0,5.0,4.0
ORD10242,2024-03-17 06:52:00,CUST2180,Pooja Patel,Male,41.0,Hyderabad,Banjara Hills,R015,Chaat Corner,Street Food,4.0,Bhel Puri,Street Food,4.0,70.0,280.0,Delivered,Debit Card,Paid,Anika Kapoor,Bike,,28.0,4.0,5.0
ORD10243,,CUST2161,Reyansh Chatterjee,Male,55.0,Delhi,,R012,Noodle Story,Chinese,3.7,Veg Noodles,Noodles,1.0,160.0,160.0,Delivered,UPI,Paid,Manoj Nair,Bicycle,13.7,73.0,5.0,
ORD10244,2024-10-21 01:40:00,CUST2181,Karthik Singh,Female,55.0,Pune,Hinjewadi,R003,Dragon Wok,Chinese,4.0,Chicken Manchurian,Main Course,5.0,210.0,1050.0,Delivered,UPI,Paid,Aarav Reddy,Bike,10.2,66.0,5.0,4.0
ORD10245,2024-12-18 12:37:00,CUST2182,Ananya Rao,,54.0,Chennai,Anna Nagar,R012,Noodle Story,Chinese,3.7,Spring Rolls,Starters,4.0,140.0,560.0,Delivered,UPI,Paid,Anika Kapoor,Bicycle,1.7,12.0,4.0,5.0
ORD10246,2024-12-14 20:04:00,CUST2183,Deepak Mukherjee,Female,20.0,Bangalore,Electronic City,R006,South Spice,South Indian,4.5,Masala Dosa,Breakfast,5.0,90.0,450.0,Returned,Debit Card,Refunded,,Bicycle,6.1,36.0,,
ORD10247,2024-02-28 00:00:00,CUST2184,Sneha Singh,Female,51.0,Delhi,Rohini,R014,Healthy Bites,Salads,4.2,Fruit Bowl,Salads,4.0,120.0,480.0,Delivered,,Paid,Meera Bose,Bicycle,7.0,37.0,4.0,4.0
ORD10248,,CUST2093,Aarohi Gupta,Male,22.0,Bangalore,Jayanagar,R012,Noodle Story,Chinese,3.7,Veg Noodles,Noodles,2.0,160.0,320.0,Delivered,Debit Card,Paid,Anika Kapoor,E-Bike,7.6,47.0,5.0,3.0
ORD10249,2024-04-09 00:00:00,CUST2147,Aarohi Verma,Female,48.0,Mumbai,Malad,R003,Dragon Wok,Chinese,4.0,Veg Noodles,Noodles,5.0,160.0,800.0,Delivered,Wallet,Paid,Krishna Chatterjee,Bicycle,4.5,31.0,5.0,5.0
ORD10250,2024-09-13 04:22:00,CUST2170,,Female,51.0,Bangalore,Whitefield,R002,Pizza Palace,Italian,4.1,Margherita Pizza,Pizza,4.0,250.0,1000.0,Delivered,Cash on Delivery,Paid,Myra Pillai,Bicycle,12.6,72.0,4.0,5.0
ORD10251,2024-12-16 03:35:00,CUST2185,Amit Mukherjee,Male,56.0,Chennai,T Nagar,R004,Punjabi Tadka,North Indian,4.4,Paneer Tikka,Starters,4.0,220.0,880.0,Cancelled,UPI,Refunded,Ishaan Joshi,E-Bike,12.5,65.0,,
ORD10252,2024-02-11 15:11:00,CUST2186,Gita Kapoor,Male,25.0,Bangalore,HSR Layout,R011,Curry House,North Indian,4.1,Butter Chicken,Main Course,5.0,260.0,1300.0,Delivered,UPI,Paid,Meera Bose,E-Bike,6.1,32.0,4.0,5.0
ORD10253,2024-07-20 00:00:00,CUST2187,Manoj Joshi,Female,24.0,Delhi,Dwarka,R005,Burger Point,Fast Food,,French Fries,Sides,2.0,90.0,180.0,Delivered,Debit Card,Paid,Sai Iyer,Bicycle,0.9,9.0,5.0,3.0
ORD10254,2024-09-21 07:42:00,CUST2168,Divya Desai,Female,33.0,Mumbai,Bandra,R012,Noodle Story,Chinese,3.7,Chicken Manchurian,Main Course,4.0,210.0,840.0,Delivered,UPI,Paid,Lakshmi Verma,Scooter,4.5,31.0,5.0,4.0
ORD10255,2024-06-22 10:33:00,CUST2188,Divya Malhotra,Male,53.0,Delhi,Dwarka,R006,South Spice,South Indian,4.5,Uttapam,Breakfast,5.0,100.0,500.0,Delivered,Debit Card,Paid,Manoj Nair,Scooter,11.8,57.0,3.0,4.0
ORD10256,2024-08-21 02:41:00,CUST2189,Reyansh Gupta,Male,50.0,Delhi,Rohini,R013,Sweet Tooth,Desserts,,Brownie,Desserts,5.0,130.0,650.0,Returned,UPI,Refunded,,Bike,12.2,72.0,,
ORD10257,2024-03-19 08:02:00,CUST2190,Anika Singh,Male,41.0,Bangalore,Jayanagar,R001,Biryani Blues,Biryani,4.3,Veg Biryani,Main Course,4.0,180.0,720.0,Delivered,Wallet,Paid,Suresh Kumar,Bike,14.2,84.0,5.0,3.0
ORD10258,2024-04-06 02:59:00,CUST2191,Aadhya Verma,Female,56.0,Chennai,OMR,R012,Noodle Story,Chinese,3.7,Veg Noodles,Noodles,5.0,160.0,800.0,Cancelled,UPI,Failed,Reyansh Sharma,Bike,14.7,61.0,,
ORD10259,2024-12-27 00:00:00,CUST2192,Karthik Joshi,Female,30.0,Chennai,T Nagar,R012,Noodle Story,Chinese,3.7,Spring Rolls,Starters,1.0,140.0,140.0,Delivered,Wallet,Paid,Vikram Das,Scooter,5.7,36.0,4.0,5.0
ORD10260,2024-06-08 00:00:00,CUST2193,Anika Rao,Male,44.0,Chennai,T Nagar,R009,The Bakers Oven,Bakery,4.0,Chocolate Cake,Desserts,5.0,350.0,1750.0,Delivered,Debit Card,Paid,Meera Bose,Scooter,13.2,78.0,5.0,5.0
ORD10261,2024-04-21 13:43:00,CUST2194,Amit Mukherjee,Male,47.0,Chennai,T Nagar,R008,Taco Fiesta,Mexican,,Chicken Tacos,Main Course,3.0,210.0,630.0,Delivered,Cash on Delivery,Paid,Reyansh Sharma,Scooter,6.7,38.0,4.0,4.0
ORD10262,2024-10-13 00:00:00,CUST2173,Sneha Verma,Male,45.0,Mumbai,Powai,R002,Pizza Palace,Italian,,Pasta Alfredo,Pasta,2.0,240.0,480.0,Delivered,Debit Card,Paid,Ishaan Joshi,Scooter,3.4,31.0,4.0,5.0
ORD10263,2024-09-19 00:00:00,CUST2189,Reyansh Gupta,Male,50.0,Delhi,Dwarka,R014,Healthy Bites,Salads,4.2,Fruit Bowl,Salads,2.0,120.0,240.0,Cancelled,Credit Card,Refunded,Suresh Kumar,Scooter,3.0,25.0,,
ORD10264,2024-02-19 19:20:00,CUST2195,Kiran Sharma,Female,,Bangalore,HSR Layout,R006,South Spice,South Indian,4.5,Uttapam,Breakfast,3.0,100.0,300.0,Delivered,,Paid,Anika Kapoor,Bicycle,14.8,86.0,4.0,5.0
ORD10265,2024-05-27 08:31:00,CUST2109,Priya Das,Male,30.0,Delhi,Connaught Place,R009,The Bakers Oven,Bakery,4.0,Chocolate Cake,Desserts,5.0,350.0,1750.0,Delivered,Cash on Delivery,Paid,Kiran Desai,Bike,10.7,59.0,3.0,4.0
ORD10266,2024-11-27 18:53:00,CUST2196,Priya Desai,Female,34.0,Hyderabad,Secunderabad,R005,Burger Point,Fast Food,3.9,Cheese Burger,Burger,3.0,130.0,390.0,Delivered,Wallet,Paid,Aarav Reddy,Bicycle,7.9,,4.0,4.0
ORD10267,2024-11-08 00:00:00,CUST2197,Diya Joshi,Female,26.0,Chennai,Anna Nagar,R014,Healthy Bites,Salads,4.2,Caesar Salad,Salads,3.0,180.0,540.0,Cancelled,Wallet,Failed,Aditya Menon,Bicycle,2.9,22.0,,
ORD10268,2024-03-24 00:00:00,CUST2108,Rahul Iyer,Female,37.0,Bangalore,HSR Layout,R003,Dragon Wok,Chinese,4.0,Spring Rolls,Starters,5.0,140.0,700.0,Delivered,Debit Card,Paid,Pooja Gupta,Scooter,8.8,49.0,4.0,3.0
ORD10269,2024-08-12 00:00:00,CUST2198,Nikhil Nair,Female,46.0,Pune,Hinjewadi,R005,Burger Point,Fast Food,3.9,French Fries,Sides,3.0,90.0,270.0,Delivered,Wallet,Paid,Aarav Reddy,Bike,6.6,39.0,5.0,
ORD10270,2024-08-10 00:00:00,CUST2199,Riya Menon,Male,38.0,Pune,Kharadi,R008,Taco Fiesta,Mexican,3.8,Burrito Bowl,Main Course,4.0,240.0,960.0,Delivered,Cash on Delivery,Paid,Kiran Desai,Bicycle,13.1,76.0,5.0,5.0
ORD10271,,CUST2200,Sai Rao,Male,39.0,Hyderabad,Banjara Hills,R006,South Spice,South Indian,4.5,Uttapam,Breakfast,3.0,100.0,300.0,Returned,Debit Card,Refunded,Sai Iyer,E-Bike,11.9,76.0,,
ORD10272,2024-11-01 05:44:00,CUST2201,Ananya Rao,Female,19.0,Hyderabad,Madhapur,R011,Curry House,North Indian,4.1,Paneer Tikka,Starters,1.0,220.0,220.0,Cancelled,Credit Card,Failed,Kavya Mukherjee,Bike,1.7,19.0,,
ORD10273,2024-09-14 00:00:00,CUST2202,Reyansh Patel,Male,57.0,Hyderabad,Gachibowli,R011,Curry House,North Indian,4.1,Paneer Tikka,Starters,3.0,220.0,660.0,Cancelled,Credit Card,Failed,Kiran Desai,Bicycle,2.7,19.0,,
ORD10274,2024-05-14 00:00:00,CUST2203,Deepak Mukherjee,Female,52.0,Mumbai,Malad,R008,Taco Fiesta,Mexican,3.8,Chicken Tacos,Main Course,5.0,210.0,1050.0,Cancelled,Wallet,Failed,Manoj Nair,E-Bike,8.2,47.0,,
ORD10275,2024-04-01 13:07:00,CUST2204,Sai Mukherjee,Male,37.0,Mumbai,Dadar,R005,Burger Point,Fast Food,3.9,Cheese Burger,Burger,3.0,130.0,390.0,Delivered,UPI,Paid,Aarav Reddy,Scooter,7.5,40.0,5.0,
ORD10276,2024-10-23 00:00:00,CUST2205,,Female,18.0,Chennai,Velachery,R004,Punjabi Tadka,North Indian,4.4,Paneer Tikka,Starters,5.0,220.0,1100.0,Delivered,Cash on Delivery,Paid,Myra Pillai,E-Bike,12.6,55.0,4.0,5.0
ORD10277,2024-01-08 00:00:00,CUST2206,Riya Malhotra,Female,35.0,Delhi,Dwarka,R014,Healthy Bites,Salads,4.2,Caesar Salad,Salads,2.0,180.0,360.0,Cancelled,Debit Card,Refunded,Kiran Desai,E-Bike,4.7,,,
ORD10278,2024-11-01 00:00:00,CUST2137,Manoj Nair,Female,39.0,Mumbai,Andheri,R003,Dragon Wok,Chinese,4.0,Veg Noodles,Noodles,3.0,160.0,480.0,Delivered,Credit Card,Paid,Nikhil Malhotra,Bicycle,2.1,14.0,5.0,4.0
ORD10279,2024-10-25 07:38:00,CUST2207,Vikram Verma,Female,39.0,Bangalore,Indiranagar,R001,Biryani Blues,Biryani,4.3,Mutton Biryani,Main Course,4.0,280.0,1120.0,Delivered,Wallet,Paid,Myra Pillai,Bicycle,13.5,62.0,3.0,
ORD10280,2024-10-16 05:20:00,CUST2208,Sanjay Singh,Female,20.0,Hyderabad,Kukatpally,R012,Noodle Story,Chinese,3.7,Veg Noodles,Noodles,5.0,160.0,800.0,Returned,Credit Card,Refunded,Aditya Menon,Scooter,14.1,66.0,,
ORD10281,2024-01-17 00:00:00,CUST2209,Anika Bose,Male,58.0,Mumbai,Bandra,R006,South Spice,South Indian,4.5,Masala Dosa,Breakfast,2.0,90.0,180.0,Delivered,Credit Card,Paid,Ravi Rao,Bike,3.2,19.0,,
ORD10282,2024-07-08 00:00:00,CUST2210,Ravi Reddy,Female,41.0,Kolkata,Salt Lake,R004,Punjabi Tadka,North Indian,4.4,Butter Chicken,Main Course,4.0,260.0,1040.0,Delivered,Wallet,Paid,Krishna Chatterjee,Bike,5.8,,3.0,
ORD10283,2024-09-27 00:00:00,CUST2143,Sai Menon,Male,52.0,Delhi,Rohini,R013,Sweet Tooth,Desserts,4.6,Ice Cream Sundae,Desserts,2.0,150.0,300.0,Delivered,Cash on Delivery,Paid,Aarohi Patel,Scooter,13.6,70.0,4.0,5.0
ORD10284,2024-10-28 00:00:00,CUST2211,Gita Menon,Male,38.0,Pune,Baner,R005,Burger Point,Fast Food,,Veg Burger,Burger,5.0,110.0,550.0,Cancelled,UPI,Refunded,Kiran Desai,Scooter,12.4,66.0,,
ORD10285,2024-12-02 21:36:00,CUST2212,Diya Sharma,Female,57.0,Kolkata,Howrah,R013,Sweet Tooth,Desserts,4.6,Brownie,Desserts,2.0,130.0,260.0,Delivered,UPI,Paid,Ishaan Joshi,E-Bike,11.7,52.0,5.0,4.0
ORD10286,2024-08-30 00:00:00,CUST2169,Aadhya Gupta,Male,57.0,Pune,Kothrud,R001,Biryani Blues,Biryani,4.3,Chicken Biryani,Main Course,2.0,220.0,440.0,Delivered,Credit Card,Paid,Anika Kapoor,Bicycle,2.2,23.0,5.0,5.0
ORD10287,2024-07-24 00:00:00,CUST2213,Vihaan Menon,Female,32.0,Chennai,T Nagar,R001,Biryani Blues,Biryani,4.3,Chicken Biryani,Main Course,4.0,220.0,880.0,Delivered,Cash on Delivery,Paid,Aarav Reddy,E-Bike,12.5,69.0,5.0,4.0
ORD10288,2024-10-17 22:59:00,CUST2019,Divya Joshi,Female,30.0,Pune,Hinjewadi,R002,Pizza Palace,Italian,4.1,Margherita Pizza,Pizza,5.0,250.0,1250.0,Delivered,UPI,Paid,Vikram Das,E-Bike,3.5,23.0,4.0,5.0
ORD10289,2024-12-28 13:02:00,CUST2214,Nikhil Joshi,Male,40.0,Pune,Baner,R012,Noodle Story,Chinese,3.7,Spring Rolls,Starters,4.0,,560.0,Delivered,Credit Card,Paid,,E-Bike,8.0,,5.0,5.0
ORD10290,2024-04-20 00:00:00,CUST2215,Sunita Das,Female,41.0,Delhi,Connaught Place,R014,Healthy Bites,Salads,4.2,Quinoa Salad,Salads,3.0,210.0,630.0,Delivered,Credit Card,Paid,Aditya Menon,Scooter,5.9,40.0,3.0,3.0
ORD10291,2024-12-11 00:00:00,CUST2216,Meera Sharma,Male,37.0,Hyderabad,Madhapur,R014,Healthy Bites,Salads,4.2,Fruit Bowl,Salads,1.0,120.0,120.0,Returned,Debit Card,Refunded,Kavya Mukherjee,Bike,7.3,35.0,,
ORD10292,2024-12-18 11:57:00,CUST2217,Anika Kumar,Male,,Chennai,Adyar,R010,Kebab Junction,Mughlai,4.3,Chicken Kebab,Starters,1.0,240.0,240.0,Returned,Debit Card,Refunded,Myra Pillai,E-Bike,12.5,71.0,,
ORD10293,2024-10-17 00:00:00,CUST2165,Ramesh Malhotra,Female,31.0,Pune,Hinjewadi,R001,Biryani Blues,Biryani,4.3,Veg Biryani,Main Course,5.0,180.0,900.0,Delivered,UPI,Paid,Ravi Rao,Scooter,13.3,72.0,,4.0
ORD10294,2024-11-08 09:45:00,CUST2218,,Male,21.0,Mumbai,Malad,R001,Biryani Blues,Biryani,4.3,Mutton Biryani,Main Course,5.0,280.0,1400.0,Delivered,Credit Card,Paid,Meera Bose,Bicycle,3.0,29.0,5.0,5.0
ORD10295,2024-05-08 05:01:00,CUST2219,Pooja Kumar,Male,43.0,Hyderabad,Madhapur,R006,South Spice,South Indian,4.5,Masala Dosa,Breakfast,4.0,90.0,360.0,Delivered,UPI,Paid,Sai Iyer,Bike,,40.0,4.0,5.0
ORD10296,2024-11-08 00:00:00,CUST2102,Reyansh Sharma,Female,23.0,Mumbai,Malad,R004,Punjabi Tadka,North Indian,4.4,Dal Makhani,Main Course,5.0,180.0,900.0,Returned,Wallet,Refunded,Reyansh Sharma,Bike,4.6,31.0,,
ORD10297,2024-11-15 00:00:00,CUST2172,Sunita Verma,Female,,Pune,Baner,R007,Sushi Yama,Japanese,,Chicken Ramen,Main Course,3.0,280.0,840.0,Cancelled,Debit Card,Failed,Suresh Kumar,Bike,11.7,53.0,,
ORD10298,2024-11-14 00:00:00,CUST2220,Kiran Reddy,Female,46.0,Bangalore,Indiranagar,R004,Punjabi Tadka,North Indian,4.4,Dal Makhani,Main Course,3.0,180.0,540.0,Cancelled,UPI,Refunded,Krishna Chatterjee,Bicycle,14.3,,,
ORD10299,2024-06-07 14:07:00,CUST2088,Anika Menon,Male,33.0,Bangalore,Electronic City,R013,Sweet Tooth,Desserts,4.6,Gulab Jamun,Desserts,3.0,90.0,270.0,Delivered,Cash on Delivery,Paid,Ravi Rao,Bicycle,11.3,54.0,4.0,5.0
